X,Y,objectid,facility_name,facility_type,licensee,address,city,state,island,phone,license_num,license_exp,males,females,capacity,amb_type,wheelchair_appr,diet_type
-157.922878192122,21.3597587160435,217,Island Promise ARCH II,Type I Expanded Adult Residential Care Home,Anita Felipe,1177 Kukila Street,Honolulu,Hawaii,Oahu,,1627-C,2022/10/31 00:00:00+00,,,5,,No,Special
-157.794970499597,21.4003080002922,218,J & A,Type I Expanded Adult Residential Care Home,Susan Bondoc,45-349 Kenela Street,Kaneohe,Hawaii,Oahu,8082341580,1357-C,2022/05/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-158.018976000473,21.3832800002313,219,J & J,Type I Expanded Adult Residential Care Home,Flora Cadiz,94-276 Pupukoae Street,Waipahu,Hawaii,Oahu,8086767027,1112-C,2022/08/31 00:00:00+00,0,2,5,Ambulatory,Yes,Special
-155.064701395973,19.6862314819125,220,J & R EARCH,Type I Expanded Adult Residential Care Home,Ruth Cabal,2317 Awapuhi Street,Hilo,Hawaii,Big Island,,1635-C,2022/03/31 00:00:00+00,,,4,,No,
-157.969679316118,21.4122779044456,221,J. Quinabo ARCH #1,Type I Expanded Adult Residential Care Home,"J. Quinabo Care Home, LLC",1553 Kaweloka Street,Pearl City,Hawaii,Oahu,8084564190,1391-C,2022/04/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-158.000152965026,21.3949722984435,222,J.B.M. ARCH,Type I Expanded Adult Residential Care Home,Janette Mendoza,94-1282 Hiapaiole Place,Waipahu,Hawaii,Oahu,8086770474,1448-C,2022/08/31 00:00:00+00,3,2,5,Fully Ambulatory,Yes,Special
-156.45429986274,20.7788219999518,223,J.C.,Type I Expanded Adult Residential Care Home,Catalina Garcia,203 Awa Place,Kihei,Hawaii,Maui,8088794827,1074-C,2022/09/30 00:00:00+00,2,3,5,Ambulatory,No,Special
-157.865123419406,21.3447469772808,224,Jai Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Jennifer Ibana,1719 Perry Street,Honolulu,Hawaii,Oahu,8087620524,1561-C,2022/02/28 00:00:00+00,1,1,5,Fully Ambulatory,No,Special
-157.968412078176,21.4039774222233,225,Jaja ARCH,Type I  Adult Residential Care Home,Agnes Tabangcura,1459 Kaleilani Street,Pearl City,Hawaii,Oahu,8086641988,1305-C,2022/07/31 00:00:00+00,1,1,5,Ambulatory,No,Regular
-157.873553722749,21.3363154739974,226,"Jamandre, Evangeline G.",Type I Expanded Adult Residential Care Home,Evangeline Jamandre,2030 Uhu Street,Honolulu,Hawaii,Oahu,8088426597,1331-C,2022/04/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.928501385271,21.3770493596852,227,Jaychat Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Charitie Gamiao,"99-314A Eke Place, Unit 2",Aiea,Hawaii,Oahu,8087228615,1643-C,2022/02/28 00:00:00+00,,,5,,No,
-156.460539128325,20.8784272850008,228,Jerez Care Home,Type I  Adult Residential Care Home,Leonora Jerez,24 Puukani Street,Kahului,Hawaii,Maui,8088717881,1271-C,2022/05/31 00:00:00+00,1,0,5,Ambulatory,No,Special
-157.990736971414,21.3947960313943,229,Jessie's E-ARCH,Type I Expanded Adult Residential Care Home,Jessie Villanueva,"94-1591 Waipahu Street, Unit A",Waipahu,Hawaii,Oahu,8086769418,1646-C,2022/03/31 00:00:00+00,,,3,,No,
-157.95672374879,21.4083713841257,230,Jesusa Quinabo ARCH #II,Type I Expanded Adult Residential Care Home,Jesusa Quinabo,1805 Hookupa Street,Pearl City,Hawaii,Oahu,8084569375,1113-C,2022/09/30 00:00:00+00,0,0,5,Ambulatory,Yes,Special
-158.081795773232,21.3457962580344,231,JML,Type I Expanded Adult Residential Care Home,Merlyne Lim,92-560 Pilipono Street,Kapolei,Hawaii,Oahu,8086723406,1281-C,2021/12/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-155.064751060084,19.686093569062,232,Josephine Cabal,Type I Expanded Adult Residential Care Home,Josephine Cabal,2322 Awapuhi Street,Hilo,Hawaii,Big Island,8089810058,1317-C,2022/08/31 00:00:00+00,0,2,5,Ambulatory,Yes,Special
-157.923210330594,21.3636120538937,233,Josie's Ohana,Type I Expanded Adult Residential Care Home,Josefina Rodrigues,1388 Haloa Drive,Honolulu,Hawaii,Oahu,8088882113,1225-C,2022/07/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.725153181463,21.2903534598542,234,Joy S. Alconcel,Type I Expanded Adult Residential Care Home,Jocelyn Alconcel,339-A Elelupe Road,Honolulu,Hawaii,Oahu,8083962283,1144-C,2022/10/31 00:00:00+00,0,1,5,Ambulatory,No,Special
-158.010417149605,21.3918103562638,235,JRR ARCH,Type I Expanded Adult Residential Care Home,Jean Ramiro,94-564 Anaaina Place,Waipahu,Hawaii,Oahu,8086770245,1259-C,2022/09/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.964266500422,21.408892407886,236,Juanita's,Type I Expanded Adult Residential Care Home,Juanita Fajardo,1902 Palamoi Street,Pearl City,Hawaii,Oahu,8084551175,537-C,2022/09/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-156.498437177983,20.9091144593313,237,Judy's,Type I  Adult Residential Care Home,Judita Dagdag,934 Anohea Way,Wailuku,Hawaii,Maui,8082448194,683-C,2022/09/30 00:00:00+00,2,2,4,Ambulatory,No,Special
-155.107136551295,19.8325853346515,238,"Justo, Charing",Type I  Adult Residential Care Home,Charing Justo,28-2865 Kukuikea Place,Pepeekeo,Hawaii,Big Island,8089645445,1006-C,2022/07/31 00:00:00+00,1,1,4,Ambulatory,Yes,Special
-157.790683959972,21.4228967835651,239,Ka Malama Home II,Type I Expanded Adult Residential Care Home,Helen Elizalde,45-332 Ka Hanahou Circle,Kaneohe,Hawaii,Oahu,8082345555,1378-C,2022/05/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.963670607148,21.4126506341319,240,Kaamilo Hale LLC,Type II Expanded Adult Residential Care Home,Carol Fardal,944 Maiha Circle,Pearl City,Hawaii,Oahu,8087448136,1472-C,2022/01/31 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-157.995218025195,21.3931443142772,241,Kahuanani Hale,Type I  Adult Residential Care Home,Kanani Stone,94-284 Kahuanani Place,Waipahu,Hawaii,Oahu,8087443420,1587-C,2021/11/30 00:00:00+00,1,1,5,Ambulatory,No,Special
-157.735290419762,21.3729383311711,242,Kailua Ohana,Type I Expanded Adult Residential Care Home,Edna Lomboy,1346 Akamai Street,Kailua,Hawaii,Oahu,8082308131,1300-C,2022/10/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.794696074659,21.2771874036914,243,Kaimuki Home LLC,Type I  Adult Residential Care Home,"Mingsang Lin, M.D.",1021 17th Avenue,Honolulu,Hawaii,Oahu,8087377415,1568-C,2022/09/30 00:00:00+00,5,5,,Ambulatory,No,Special
-157.801239805111,21.2784522106728,244,"Kaimuki Senior Care, L.L.C. (918)",Type II Expanded Adult Residential Care Home,Paul Dold,918 12th Avenue,Honolulu,Hawaii,Oahu,8084400560,1349-C,2022/03/31 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-157.80116476634,21.2785797291705,245,"Kaimuki Senior Care, L.L.C. (930)",Type II Expanded Adult Residential Care Home,Paul Dold,930 12th Avenue,Honolulu,Hawaii,Oahu,8084400560,1358-C,2022/03/31 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-156.963585757013,21.1832689339637,246,Kalaupapa Care Home,Type I Expanded Adult Residential Care Home,"Glenn M. Wasserman, M.D., M.P.H.",814 Damien Road,Kalaupapa,Hawaii,Molokai,8085676938,1478-C,2022/03/31 00:00:00+00,4,4,5,Ambulatory,Yes,Special
-157.919428644857,21.38165150524,247,Karen R. Yamashita,Type I  Adult Residential Care Home,Karen Yamashita,99-701 Kealaluina Drive,Aiea,Hawaii,Oahu,8084287388,1612-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Regular
-158.004500862056,21.3961746942864,248,"Khrist  Emmanuel Care Home, LLC",Type I Expanded Adult Residential Care Home,Anita Peralta,94-1178 Hina Street,Waipahu,Hawaii,Oahu,8086718607,1137-C,2022/06/30 00:00:00+00,0,2,4,Ambulatory,Yes,Special
-157.797346500067,21.4169400001916,249,"Kina 'Ole Estate Ekolu, LLC",Type II Expanded Adult Residential Care Home,Elizabeth Slavens,45-219 William Henry Road,Kaneohe,Hawaii,Oahu,8082364451,1495-C,2021/12/31 00:00:00+00,5,5,8,Ambulatory,Yes,Special
-157.72170634214,21.3750933828486,250,"Kina 'Ole Estate Elima, LLC",Type II Expanded Adult Residential Care Home,Elizabeth Slavens,1368 Kuloaa Place,Kailua,Hawaii,Oahu,8082334455,1379-C,2022/08/31 00:00:00+00,1,1,8,Ambulatory,Yes,Special
-157.797553500286,21.4168230003868,251,"Kina 'Ole Estate Elua, LLC",Type II Expanded Adult Residential Care Home,Elizabeth Slavens,45-225A William Henry Road,Kaneohe,Hawaii,Oahu,8082334455,1430-C,2022/07/31 00:00:00+00,3,2,8,Ambulatory,Yes,Special
-157.793972050963,21.4078773790299,252,"Kina 'Ole Estate Eono, LLC",Type I Expanded Adult Residential Care Home,Elizabeth Slavens,45-338 Makalani Street,Kaneohe,Hawaii,Oahu,,1634-C,2021/12/31 00:00:00+00,,,,,No,
-157.797553500286,21.4168230003868,253,"Kina 'Ole Estate, LLC",Type II Expanded Adult Residential Care Home,Elizabeth Slavens,45-225 William Henry Road,Kaneohe,Hawaii,Oahu,8082334455,1327-C,2022/02/28 00:00:00+00,0,0,8,Ambulatory,Yes,Special
-157.732970786586,21.2849746033094,254,Knight's Victoria House,Type I Expanded Adult Residential Care Home,MaeAnn Arciaga,268 Panio Street,Honolulu,Hawaii,Oahu,8083737437,1555-C,2022/08/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.743526128462,21.3982281718857,255,Kokua Gardens,Type I Expanded Adult Residential Care Home,Lyndon Odrunia,340-B Kawainui Street,Kailua,Hawaii,Oahu,8082635624,1350-C,2022/02/28 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.861786499747,21.3226470000105,256,Korean Care Home,Type II Adult Residential Care Home,Sam Sil Yun Cannon,525 Kiapu Place,Honolulu,Hawaii,Oahu,8085333157,105-C,2021/12/31 00:00:00+00,1,5,31,Ambulatory,Yes,Special
-157.855751060622,21.3217051232866,257,Kuakini Home,Type II Adult Residential Care Home,William Oshima,347 N. Kuakini Street,Honolulu,Hawaii,Oahu,8085479208,106-C,2022/02/28 00:00:00+00,8,7,34,Ambulatory,No,Special
-158.025810254022,21.3937607470623,258,Kunia Hale LLC,Type I  Adult Residential Care Home,Maria Cristina B. Vicente,94-695 Kaaka Street,Waipahu,Hawaii,Oahu,8083919729,1655-C,2022/04/30 00:00:00+00,,,3,,No,
-157.752467036588,21.280611697676,259,"Lanihale, Inc.",Type I  Adult Residential Care Home,Lani Moore,187 Nenue Street,Honolulu,Hawaii,Oahu,8083894194,1566-C,2022/04/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.683653979174,21.3122503116139,260,Laniolu Hale LLC,Type I  Adult Residential Care Home,Anthony Defiesta,1261 Lunalilo Home Road,Honolulu,Hawaii,Oahu,8083940770,1410-C,2022/11/30 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.922151243073,21.3480219419054,261,Laulima Hale,Type I  Adult Residential Care Home,Darrell Aguinaldo,1010C Wanaka Street,Honolulu,Hawaii,Oahu,8083044876,1581-C,2022/08/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.933753585787,21.3834739986034,262,Lavigne-Namoca Care Home,Type I  Adult Residential Care Home,Ann Lavigne-Namoca,98-609 Kaamilo Street,Aiea,Hawaii,Oahu,8084850133,1277-C,2022/08/31 00:00:00+00,2,2,5,Ambulatory,No,Special
-158.008805999934,21.3931890001362,263,"Leano, Glenda",Type I  Adult Residential Care Home,Glenda Leano,94-945 Kuhaulua Street,Waipahu,Hawaii,Oahu,8086770262,331-C,2022/05/31 00:00:00+00,1,0,5,Ambulatory,No,Regular
-157.921406393249,21.3650919231435,264,Leila's Care Home LLC,Type I Expanded Adult Residential Care Home,Josephine Cabalo,1467 Haloa Drive,Honolulu,Hawaii,Oahu,8084220686,1565-C,2022/02/28 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-157.892699703459,21.3682694472604,265,Leticia's Care Home,Type I  Adult Residential Care Home,Tessie Fernando,1375 Ala Hoku Place,Honolulu,Hawaii,Oahu,8083671364,490-C,2022/02/28 00:00:00+00,0,2,5,Fully Ambulatory,No,Special
-157.857244542955,21.3283424517972,266,Lettie's,Type I  Adult Residential Care Home,Leticia Tesoro,739-D N. Judd Street,Honolulu,Hawaii,Oahu,8085372622,333-C,2022/01/31 00:00:00+00,3,3,5,Ambulatory,No,Special
-157.926563184072,21.3593482027437,267,Lilibeth Badua E-ARCH,Type I Expanded Adult Residential Care Home,Lilibeth Badua,4318 Laakea Street,Honolulu,Hawaii,Oahu,8087440648,1594-C,2022/10/31 00:00:00+00,5,5,5,Ambulatory,No,Special
-158.027507978382,21.3812672486462,268,Lita Soria,Type I Expanded Adult Residential Care Home,Angelita Soria,94-346 Hene Street,Waipahu,Hawaii,Oahu,8086772174,1160-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.82030099968,21.3071490003786,269,Living Manoa Gardens,Type II Expanded Adult Residential Care Home,Todd Pang,2385 Beckwith Street,Honolulu,Hawaii,Oahu,8087798871,1531-C,2022/05/31 00:00:00+00,8,8,8,Ambulatory,Yes,Special
-157.999670842359,21.3941402353552,270,Lolita Suga,Type I Expanded Adult Residential Care Home,Lolita Suga,94-414 Hianakiu Street,Waipahu,Hawaii,Oahu,8087292113,460-C,2022/05/31 00:00:00+00,0,1,1,Ambulatory,No,Special
-157.951641673676,21.3991493779933,271,"Lorenzo Care Home, LLC",Type I Expanded Adult Residential Care Home,Catherine Lorenzo,98-1591 Hoomaike Street,Pearl City,Hawaii,Oahu,8084568878,1347-C,2021/12/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.899809871651,21.3544623051499,272,Loretta G. Domingo,Type I Expanded Adult Residential Care Home,Loretta Domingo,1419 Ala Leleu Street,Honolulu,Hawaii,Oahu,8088393091,1435-C,2022/02/28 00:00:00+00,1,1,3,Ambulatory,Yes,Special
-157.993337745028,21.3946505916985,273,Lory's,Type I Expanded Adult Residential Care Home,Lorenza Parel,94-1492 Waipahu Street,Waipahu,Hawaii,Oahu,8082301903,1406-C,2022/08/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.998724898436,21.3927654972089,274,Lota Bumanglag,Type I  Adult Residential Care Home,Lota Bumanglag,94-366 Kahuanani Street,Waipahu,Hawaii,Oahu,8086781967,1220-C,2022/05/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.876028999916,21.3331499996118,275,Loumaile Cottage,Type I Expanded Adult Residential Care Home,Maile Drake,1118 Kaili Street,Honolulu,Hawaii,Oahu,8086994899,1539-C,2021/12/31 00:00:00+00,4,4,3,Ambulatory,Yes,Special
-157.696798500141,21.2825159995702,276,Lunalilo Home,Type II Expanded Adult Residential Care Home,"Diane Paloma, Ph.D., CEO",501 Kekauluohi Street,Honolulu,Hawaii,Oahu,8083951000,1295-C,2022/05/31 00:00:00+00,3,3,42,Ambulatory,Yes,Special
-157.848211168989,21.3182762906185,277,Lusitana,Type I Expanded Adult Residential Care Home,Carolyn De Guzman,1925 Lusitana Street,Honolulu,Hawaii,Oahu,8085458641,1409-C,2022/10/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-158.001139821753,21.3959453976833,278,Lydia Quemado,Type I  Adult Residential Care Home,Lydia Quemado,94-1292 Huakai Street,Waipahu,Hawaii,Oahu,8085174799,573-C,2022/08/31 00:00:00+00,0,0,3,Ambulatory,No,Special
-157.914502441786,21.366156792695,279,Macrina Castillo,Type I Expanded Adult Residential Care Home,Marina Castillo,1789 Piikea Street,Honolulu,Hawaii,Oahu,8084225376,516-C,2022/08/31 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.960833714686,21.3967886029473,280,Maestro Care Home,Type I  Adult Residential Care Home,Amalia Maestro,613 Hoohale Street,Pearl City,Hawaii,Oahu,8087414065,1537-C,2022/09/30 00:00:00+00,3,3,4,Ambulatory,Yes,Special
-157.871155500168,21.3366959996873,281,"Magaoay, Shirley",Type I  Adult Residential Care Home,Shirley Magaoay,1529 Leilani Street,Honolulu,Hawaii,Oahu,8088411448,919-C,2022/02/28 00:00:00+00,0,0,5,Ambulatory,No,Special
-157.878803930605,21.3419023509633,282,"Magsanide's Care Home, L.L.C.",Type I Expanded Adult Residential Care Home,Editha Magsanide,1439 Middle Street,Honolulu,Hawaii,Oahu,8088421676,1459-C,2022/07/31 00:00:00+00,1,0,5,Ambulatory,Yes,Special
-157.83170540518,21.3093697162608,283,Makiki Valley Care Home,Type I  Adult Residential Care Home,Gregory Honbo,2041 Keeaumoku Street,Honolulu,Hawaii,Oahu,8083842300,1574-C,2022/03/31 00:00:00+00,5,5,5,Ambulatory,No,Special
-157.835678235035,21.4419854693632,284,Malamaimua Care Home LLC,Type I Expanded Adult Residential Care Home,Franklin Valiente,47-508 Haanopu Way,Kaneohe,Hawaii,Oahu,8082843064,1614-C,2022/07/31 00:00:00+00,5,5,5,Fully Ambulatory,No,Regular
-157.874571000097,21.336029999852,285,Manayan's ARCH-EC-LLC,Type I Expanded Adult Residential Care Home,Florence Manayan,1319 Gulick Avenue,Honolulu,Hawaii,Oahu,8088487730,1286-C,2022/02/28 00:00:00+00,3,3,5,Ambulatory,Yes,Special
-157.823378999903,21.3057270004261,286,Manoa Cottage,Type II Expanded Adult Residential Care Home,Sandra Shim,2035 Kamehameha Avenue,Honolulu,Hawaii,Oahu,8089438767,1279-C,2022/10/31 00:00:00+00,0,0,8,Fully Ambulatory,Yes,Special
-157.823378999903,21.3057270004261,287,Manoa Cottage Too,Type II Expanded Adult Residential Care Home,Sandra Shim,2035 Kamehameha Avenue,Honolulu,Hawaii,Oahu,8089438767,1356-C,2022/10/31 00:00:00+00,1,1,8,Ambulatory,Yes,Special
-157.823378999903,21.3057270004261,288,Manoa Cottage Tree,Type II Expanded Adult Residential Care Home,Sandra Shim,2035 Kamehameha Avenue,Honolulu,Hawaii,Oahu,8089438767,1433-C,2021/11/30 00:00:00+00,0,0,8,Ambulatory,Yes,Special
-157.813368680755,21.312034385157,289,"Manoa Elder Care, L.L.C.",Type II Expanded Adult Residential Care Home,Paul Dold,2870 Oahu Avenue,Honolulu,Hawaii,Oahu,8084400560,1299-C,2022/04/30 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-157.820314499637,21.3042060001548,290,Manoa Senior Care A,Type II Expanded Adult Residential Care Home,Paul Dold,2250 Oahu Avenue,Honolulu,Hawaii,Oahu,8084400560,1253-C,2022/06/30 00:00:00+00,4,4,8,Ambulatory,Yes,Special
-157.820570999583,21.3043229995786,291,Manoa Senior Care B,Type II Expanded Adult Residential Care Home,Paul Dold,2240 Oahu Avenue,Honolulu,Hawaii,Oahu,8084400560,1262-C,2022/06/30 00:00:00+00,1,1,8,Ambulatory,Yes,Special
-157.813323082061,21.3121534796244,292,"Manoa Senior Care, L.L.C.",Type II Expanded Adult Residential Care Home,Paul Dold,2872 Oahu Avenue,Honolulu,Hawaii,Oahu,8084400560,1292-C,2022/04/30 00:00:00+00,2,2,8,Ambulatory,Yes,Special
-157.804241678798,21.3138254706432,293,Manoa Senior Living,Type I  Adult Residential Care Home,Laura Jackson,3147 Kahiwa Place,Honolulu,Hawaii,Oahu,8082005665,1582-C,2022/09/30 00:00:00+00,2,2,2,Fully Ambulatory,No,Special
-157.91963706481,21.3665511074227,294,Margee's Care Home LLC,Type I  Adult Residential Care Home,Marjorie  Racpan,1547 Haloa Drive,Honolulu,Hawaii,Oahu,8085976280,1596-C,2022/10/31 00:00:00+00,5,5,3,Fully Ambulatory,No,Special
-158.02799693311,21.3807253519898,295,Maria Norma Jacinto ARCH-EC,Type I Expanded Adult Residential Care Home,Maria Jacinto,94-332 Kipou Place,Waipahu,Hawaii,Oahu,8086807851,1263-C,2022/11/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-158.08980309526,21.3445371963152,296,"Marie Malunao, LLC",Type I  Adult Residential Care Home,Marie Malunao,"98-801 Ahikoe Street, Suite B",Kapolei,Hawaii,Oahu,8084899612,1599-C,2022/01/31 00:00:00+00,4,4,4,Ambulatory,No,Special
-158.004695253368,21.3979016375731,297,Marie Viduya,Type I  Adult Residential Care Home,Rose Marie Viduya,94-1177 Halelehua Street,Waipahu,Hawaii,Oahu,8086717662,650-C,2022/09/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.99272750028,21.4006320000744,298,Marina Manuel Care Home,Type I Expanded Adult Residential Care Home,Marina Manuel,94-1035 Lumikula Street,Waipahu,Hawaii,Oahu,8086718817,561-C,2022/07/31 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-158.012128119977,21.3923288358476,299,"Marquez, Luz",Type I Expanded Adult Residential Care Home,Luz Marquez,94-908 Kumuao Street,Waipahu,Hawaii,Oahu,8086770932,467-C,2022/08/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-158.023552391357,21.383491306839,300,"Marrhey Care Home, LLC",Type I Expanded Adult Residential Care Home,"Marrhey Care Home, LLC",94-211 Loaa Street,Waipahu,Hawaii,Oahu,8086710069,1091-C,2022/01/31 00:00:00+00,0,2,3,Ambulatory,Yes,Special
-157.855303178799,21.3259489620567,301,Martha's,Type I  Adult Residential Care Home,Maata Taumalolo,516 Ihe Street,Honolulu,Hawaii,Oahu,8085216181,1359-C,2022/06/30 00:00:00+00,0,1,4,Fully Ambulatory,No,Special
-158.009607312675,21.3918375028155,302,Martin Obaldo,Type I  Adult Residential Care Home,Martin Obaldo,94-572 Apii Place,Waipahu,Hawaii,Oahu,8086765384,1168-C,2022/06/30 00:00:00+00,1,0,3,Ambulatory,Yes,Special
-157.965521951279,21.3927993086394,303,Mary Ann's,Type I Expanded Adult Residential Care Home,Mary Ann Ford,745 Puu Kala Street,Pearl City,Hawaii,Oahu,8084563138,1249-C,2022/05/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.997829473655,21.3885176466971,304,Mary ARCH,Type I Expanded Adult Residential Care Home,Marites Failma,94-231 Moena Place,,Hawaii,,,1630-C,2022/02/28 00:00:00+00,,,3,,No,
-157.858444143303,21.3517709167237,305,"Mary's Peaceful Haven, LLC",Type I  Adult Residential Care Home,Marivic Palting,2777 Kalihi Street,Honolulu,Hawaii,Oahu,8088471070,1604-C,2022/04/30 00:00:00+00,3,3,5,Fully Ambulatory,Yes,Regular
-157.899800264583,21.3551772212311,306,"Medy's ARCH I, Inc.",Type I Expanded Adult Residential Care Home,Mediatrix De Lara,1447 Ala Leleu Street,Honolulu,Hawaii,Oahu,8088330919,701-C,2022/01/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.898980481939,21.350444653844,307,Medy's ARCH II,Type I Expanded Adult Residential Care Home,Mediatrix De Lara,1447 Ala Pili Loop,Honolulu,Hawaii,Oahu,8088330919,1502-C,2022/09/30 00:00:00+00,4,4,5,Ambulatory,Yes,Special
-157.993113760145,21.4041459398801,308,Mely Mueller,Type I  Adult Residential Care Home,Mely Ballocanag,94-949 Lumiloke Street,Waipahu,Hawaii,Oahu,8086779089,1140-C,2022/07/31 00:00:00+00,0,0,4,Ambulatory,No,Special
-158.021152603104,21.3981714555776,309,Michelle Cacayorin Adult Residential Care Home,Type I Expanded Adult Residential Care Home,Michelle Cacayorin,94-109 Palai Place,Waipahu,Hawaii,Oahu,8087442529,1584-C,2022/10/31 00:00:00+00,4,4,4,Ambulatory,Yes,Special
-157.999730732322,21.3925109212197,310,Mildred's,Type I Expanded Adult Residential Care Home,Mildred Bumanglag,94-1273 Peke Place,Waipahu,Hawaii,Oahu,8086713752,1290-C,2022/06/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-158.019559787031,21.4659861647334,311,Mililani Care Home LLC,Type I Expanded Adult Residential Care Home,Sonia Galvez,95-117 Waikalani Drive,Mililani,Hawaii,Oahu,8082921603,1558-C,2021/12/31 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-158.176329187118,21.4242230100519,312,MIVA ARCH,Type I Expanded Adult Residential Care Home,Imelda Arreola,87-158 Kaukamana Street,Waianae,Hawaii,Oahu,8083580746,1339-C,2022/05/31 00:00:00+00,3,2,5,Ambulatory,Yes,Special
-157.925461785797,21.3561924412495,313,MJB,Type I Expanded Adult Residential Care Home,Michelle Barranco,4221 Likini Street,Honolulu,Hawaii,Oahu,8085172114,1427-C,2022/06/30 00:00:00+00,2,2,5,Ambulatory,Yes,Special
-157.992578309168,21.3965842098675,314,Mona Liza,Type I  Adult Residential Care Home,Presentacion Valentin,94-455 Kahualena Street,Waipahu,Hawaii,Oahu,8086770524,535-C,2022/08/31 00:00:00+00,1,0,4,Ambulatory,No,Special
-158.008317172379,21.3921531193201,315,Monegas Care Home And Expanded ARCH,Type I Expanded Adult Residential Care Home,Brenda Monegas,94-913 Kuhaulua Street,Waipahu,Hawaii,Oahu,8086800636,1055-C,2022/06/30 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-158.022326027715,21.3378773477205,316,Morning Glory Care Home,Type I  Adult Residential Care Home,Debbie Osorio,91-1531 Keonekapu Street,Ewa Beach,Hawaii,Oahu,8086854926,1617-C,2022/09/30 00:00:00+00,4,4,4,Fully Ambulatory,No,Special
-158.019144134484,21.3854162477143,317,Mother & Daughter,Type I  Adult Residential Care Home,Raynilda Guting,94-369 Apowale Street,Waipahu,Hawaii,Oahu,8086768893,1211-C,2022/01/31 00:00:00+00,0,1,5,Ambulatory,No,Special
-157.919886000356,21.3766199999359,318,MSI ARCH/EXPANDED ARCH,Type I Expanded Adult Residential Care Home,Marcelo Ibera,99-603 Alia Place,Aiea,Hawaii,Oahu,8084872893,1445-C,2022/08/31 00:00:00+00,1,1,5,Ambulatory,Yes,Special
-157.958835391088,21.390568304141,319,My Kind Heart,Type I  Adult Residential Care Home,Imelda Hyde,98-034 Kuleana Place,Pearl City,Hawaii,Oahu,8084921446,1610-C,2022/06/30 00:00:00+00,5,5,5,Ambulatory,Yes,Special
-156.464282227928,20.8736485253708,320,Myles Care Home,Type I  Adult Residential Care Home,Victoria Paranada,719 S. Kei Place,Kahului,Hawaii,Maui,8088777494,1051-C,2022/05/31 00:00:00+00,0,0,4,Ambulatory,No,Special
-157.999373088071,21.3971769521197,321,"Navarro, Rebecca",Type I Expanded Adult Residential Care Home,Rebecca Navarro,94-1354 Hiaai Place,Waipahu,Hawaii,Oahu,8086710294,695-C,2022/04/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.995208988901,21.3853459028028,322,"Nebreja, Raymunda",Type I  Adult Residential Care Home,Raymunda Nebreja,94-023 Poailani Circle,Waipahu,Hawaii,Oahu,8086712291,542-C,2022/10/31 00:00:00+00,0,1,4,Ambulatory,No,Special
-159.362124400822,21.9950875012439,323,Negrillo ARCH & EARCH LLC,Type I  Adult Residential Care Home,Shirley Negrillo,4719 Opukea Street,Lihue,Hawaii,Kauai,8082411340,1485-C,2022/06/30 00:00:00+00,0,1,5,Ambulatory,Yes,Special
-157.908663734435,21.3460437607421,324,Nenita's,Type I Expanded Adult Residential Care Home,Nenita Andrada-Jose,5193 Likini Street,Honolulu,Hawaii,Oahu,8088336762,1157-C,2021/12/31 00:00:00+00,2,1,5,Ambulatory,Yes,Special
