"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"1500000US150030068042","Block Group 2, Census Tract 68.04, Honolulu County, Hawaii","2214","485","1181","297","1007","292","8","12","0","11","0","11","6","10","993","291","0","11","174","118","0","11","0","11","0","11","116","79","0","11","58","78","0","11","748","172","588","157","0","11","0","11","0","11","0","11","588","157","0","11","132","72","0","11","0","11","0","11","66","51","0","11","66","52","28","42","250","103","192","87","6","10","0","11","0","11","0","11","186","88","0","11","47","35","0","11","0","11","12","20","0","11","16","12","0","11","19","29","11","13","35","40","0","11","0","11","0","11","0","11","0","11","0","11","35","40","0","11","0","11","0","11","25","37","0","11","0","11","10","27","0","11",
"1500000US150030068043","Block Group 3, Census Tract 68.04, Honolulu County, Hawaii","1462","394","916","256","772","225","0","11","0","11","0","11","0","11","772","225","0","11","132","113","0","11","0","11","0","11","76","73","0","11","56","73","12","20","376","143","363","142","0","11","0","11","0","11","0","11","363","142","0","11","5","8","0","11","0","11","0","11","5","8","0","11","0","11","8","12","138","58","83","43","7","12","0","11","0","11","0","11","76","44","0","11","55","42","0","11","0","11","0","11","0","11","35","35","0","11","20","23","0","11","32","46","0","11","0","11","0","11","0","11","0","11","0","11","32","46","0","11","0","11","0","11","0","11","0","11","0","11","32","46","0","11",
"1500000US150030068051","Block Group 1, Census Tract 68.05, Honolulu County, Hawaii","30","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","30","25","0","11","0","11","0","11","0","11","0","11","0","11","30","25","0","11","0","11","14","23","0","11","0","11","0","11","16","26","0","11",
"1500000US150030068052","Block Group 2, Census Tract 68.05, Honolulu County, Hawaii","1583","396","238","153","111","93","52","50","59","84","0","11","0","11","0","11","0","11","82","120","0","11","0","11","0","11","82","120","0","11","0","11","45","68","177","113","177","113","177","113","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","614","213","528","188","356","115","130","158","0","11","42","65","0","11","0","11","86","108","14","19","0","11","0","11","0","11","37","55","0","11","35","51","0","11","554","164","127","127","0","11","0","11","127","127","0","11","0","11","427","143","0","11","281","105","0","11","0","11","0","11","0","11","146","77","0","11",
"1500000US150030068053","Block Group 3, Census Tract 68.05, Honolulu County, Hawaii","4443","550","997","238","855","231","620","163","131","145","0","11","37","50","67","88","0","11","112","73","0","11","0","11","0","11","23","39","0","11","89","62","30","49","735","223","615","184","404","174","95","81","0","11","33","50","83","56","0","11","52","68","15","26","0","11","0","11","37","61","0","11","0","11","68","69","1917","270","1571","291","1329","272","123","137","0","11","47","55","72","81","0","11","276","121","114","77","0","11","0","11","0","11","0","11","0","11","162","102","70","58","794","209","156","99","32","51","0","11","124","84","0","11","0","11","638","192","0","11","302","176","26","29","30","47","0","11","30","43","250","113","0","11",
"1500000US150030068061","Block Group 1, Census Tract 68.06, Honolulu County, Hawaii","1859","182","330","68","305","77","256","60","0","11","0","11","38","48","11","15","0","11","25","34","20","32","0","11","0","11","0","11","0","11","5","9","0","11","256","98","229","83","174","67","14","22","0","11","29","27","12","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","27","25","605","59","500","58","464","57","21","17","0","11","15","17","0","11","0","11","92","55","73","54","6","9","0","11","0","11","0","11","0","11","13","13","13","11","668","69","66","37","5","7","0","11","61","36","0","11","0","11","602","71","0","11","286","61","120","64","6","10","0","11","0","11","190","63","0","11",
"1500000US150030068081","Block Group 1, Census Tract 68.08, Honolulu County, Hawaii","2051","397","349","149","243","143","104","79","61","51","0","11","46","58","32","85","0","11","106","83","37","41","0","11","0","11","69","69","0","11","0","11","0","11","462","245","256","113","207","103","20","24","0","11","14","22","15","40","0","11","33","35","0","11","0","11","0","11","33","35","0","11","0","11","173","170","877","189","711","181","527","168","64","42","0","11","95","74","0","11","25","30","105","72","53","52","0","11","0","11","0","11","32","40","0","11","20","33","61","64","363","86","94","64","8","12","0","11","78","63","8","14","0","11","269","79","10","16","102","54","31","29","20","30","0","11","8","14","98","41","0","11",
"1500000US150030068082","Block Group 2, Census Tract 68.08, Honolulu County, Hawaii","892","257","92","78","92","78","0","11","10","20","0","11","82","76","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","267","158","154","83","117","74","18","20","0","11","10","17","9","15","0","11","36","42","9","14","0","11","0","11","0","11","0","11","27","41","77","80","373","119","296","107","230","86","22","27","11","17","33","40","0","11","0","11","67","65","22","36","0","11","0","11","0","11","0","11","0","11","45","56","10","17","160","70","42","30","33","26","0","11","9","14","0","11","0","11","118","64","0","11","48","42","27","30","0","11","0","11","0","11","43","49","0","11",
"1500000US150030068083","Block Group 3, Census Tract 68.08, Honolulu County, Hawaii","1709","325","458","151","358","146","93","55","0","11","0","11","252","144","13","20","0","11","94","63","0","11","0","11","0","11","11","19","0","11","83","61","6","9","414","142","338","137","167","90","65","54","0","11","106","65","0","11","0","11","76","67","41","48","0","11","0","11","9","14","0","11","26","30","0","11","586","157","423","130","307","98","11","17","0","11","105","76","0","11","0","11","158","87","8","11","13","20","0","11","13","20","25","28","0","11","99","75","5","8","251","91","67","49","0","11","0","11","67","49","0","11","0","11","184","85","0","11","68","46","18","21","44","50","0","11","0","11","54","35","0","11",
"1500000US150030068091","Block Group 1, Census Tract 68.09, Honolulu County, Hawaii","2710","476","551","207","500","203","265","150","0","11","0","11","235","118","0","11","0","11","51","36","8","13","0","11","0","11","22","25","0","11","21","23","0","11","795","214","623","200","443","171","27","43","0","11","141","85","12","17","0","11","96","64","54","49","0","11","0","11","10","16","0","11","32","38","76","53","1010","190","780","167","479","141","58","49","19","20","161","86","63","63","0","11","220","91","57","49","0","11","0","11","10","15","10","15","0","11","143","73","10","17","354","104","45","34","3","7","0","11","42","34","0","11","0","11","309","98","0","11","49","32","42","36","63","49","0","11","11","17","144","61","0","11",
"1500000US150030068092","Block Group 2, Census Tract 68.09, Honolulu County, Hawaii","2594","379","662","189","622","186","240","125","13","19","0","11","369","161","0","11","0","11","40","53","0","11","0","11","0","11","0","11","0","11","40","53","0","11","583","201","508","195","392","178","18","20","0","11","98","73","0","11","0","11","54","45","21","26","0","11","0","11","9","14","0","11","24","38","21","22","1007","170","924","157","682","150","0","11","8","13","234","134","0","11","0","11","65","52","42","49","0","11","0","11","0","11","8","14","0","11","15","18","18","21","342","70","65","48","0","11","0","11","65","48","0","11","0","11","277","73","0","11","107","62","41","45","48","41","0","11","11","17","70","51","0","11",
"1500000US150030069001","Block Group 1, Census Tract 69, Honolulu County, Hawaii","2538","262","1522","168","1229","174","49","31","0","11","0","11","38","40","1142","172","0","11","270","135","8","12","0","11","0","11","203","132","0","11","59","53","23","20","527","107","435","97","11","18","0","11","0","11","26","30","398","94","0","11","65","42","0","11","0","11","0","11","37","26","0","11","28","31","27","37","459","102","306","93","63","50","0","11","0","11","0","11","243","89","0","11","129","57","0","11","0","11","0","11","0","11","93","55","0","11","36","29","24","21","30","34","0","11","0","11","0","11","0","11","0","11","0","11","30","34","0","11","0","11","3","7","6","9","0","11","0","11","21","31","0","11",
"1500000US150030069002","Block Group 2, Census Tract 69, Honolulu County, Hawaii","764","196","450","144","333","117","32","36","0","11","0","11","0","11","301","121","0","11","117","119","0","11","0","11","0","11","117","119","0","11","0","11","0","11","186","72","138","66","6","11","0","11","0","11","0","11","132","65","0","11","27","28","0","11","0","11","0","11","27","28","0","11","0","11","21","31","128","45","97","39","23","29","0","11","0","11","0","11","74","36","0","11","31","34","0","11","0","11","0","11","0","11","31","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030070001","Block Group 1, Census Tract 70, Honolulu County, Hawaii","1805","369","915","232","867","233","23","35","0","11","0","11","0","11","844","232","0","11","48","30","0","11","0","11","0","11","31","29","0","11","17","25","0","11","665","178","573","168","37","43","0","11","0","11","0","11","536","165","0","11","83","53","0","11","0","11","0","11","75","51","0","11","8","13","9","15","225","93","194","83","47","43","0","11","0","11","0","11","147","91","0","11","31","28","0","11","0","11","0","11","0","11","31","28","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030070002","Block Group 2, Census Tract 70, Honolulu County, Hawaii","804","229","289","120","250","120","0","11","0","11","0","11","0","11","250","120","0","11","39","48","0","11","0","11","0","11","39","48","0","11","0","11","0","11","377","122","326","129","0","11","0","11","0","11","15","24","311","127","0","11","51","48","0","11","0","11","0","11","51","48","0","11","0","11","0","11","138","95","119","91","9","18","47","76","0","11","0","11","63","51","0","11","19","29","0","11","0","11","0","11","0","11","0","11","0","11","19","29","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030070003","Block Group 3, Census Tract 70, Honolulu County, Hawaii","567","193","309","126","270","124","0","11","0","11","0","11","0","11","270","124","0","11","39","40","0","11","0","11","0","11","39","40","0","11","0","11","0","11","187","80","138","74","15","16","0","11","0","11","0","11","123","73","0","11","49","32","0","11","0","11","0","11","37","25","0","11","12","18","0","11","71","37","71","37","19","21","10","15","0","11","9","13","33","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030071001","Block Group 1, Census Tract 71, Honolulu County, Hawaii","2696","192","1515","136","1408","155","80","70","21","29","0","11","14","21","1293","174","0","11","107","77","0","11","0","11","0","11","103","77","0","11","4","8","0","11","565","132","480","120","50","42","14","21","0","11","0","11","416","117","0","11","85","52","9","15","0","11","1","2","75","51","0","11","0","11","0","11","615","98","491","95","79","58","6","10","0","11","8","11","398","82","0","11","112","47","0","11","0","11","0","11","0","11","50","32","0","11","62","28","12","14","1","2","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","0","11","0","11","1","2","0","11","0","11","0","11","0","11",
"1500000US150030073021","Block Group 1, Census Tract 73.02, Honolulu County, Hawaii","2221","391","1064","250","903","208","50","44","0","11","0","11","0","11","853","205","0","11","161","99","0","11","0","11","0","11","161","99","0","11","0","11","0","11","710","176","605","172","38","47","11","19","0","11","19","22","537","158","0","11","78","47","0","11","0","11","0","11","78","47","0","11","0","11","27","43","421","118","371","113","53","43","15","22","0","11","0","11","303","114","0","11","42","33","8","13","0","11","0","11","0","11","18","21","0","11","16","19","8","14","26","2","0","11","0","11","0","11","0","11","0","11","0","11","26","2","0","11","26","2","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030073022","Block Group 2, Census Tract 73.02, Honolulu County, Hawaii","2000","540","1014","303","823","288","7","13","10","16","0","11","0","11","806","287","0","11","191","116","0","11","0","11","0","11","157","100","0","11","34","54","0","11","500","216","376","197","35","41","0","11","0","11","0","11","341","179","0","11","124","70","0","11","0","11","0","11","124","70","0","11","0","11","0","11","486","172","419","172","67","47","0","11","0","11","13","22","339","148","0","11","67","43","0","11","0","11","0","11","0","11","52","38","0","11","15","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030073031","Block Group 1, Census Tract 73.03, Honolulu County, Hawaii","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030074001","Block Group 1, Census Tract 74, Honolulu County, Hawaii","2342","133","1138","112","862","169","38","26","0","16","0","16","0","16","824","166","0","16","276","134","0","16","0","16","0","16","254","132","0","16","22","26","0","16","650","111","534","115","29","11","0","16","0","16","3","8","502","113","0","16","104","44","0","16","0","16","0","16","85","36","0","16","19","25","12","19","502","78","389","87","70","26","0","16","0","16","8","9","289","77","22","33","87","46","0","16","0","16","0","16","0","16","82","45","0","16","5","8","26","1","52","13","20","3","0","16","0","16","20","3","0","16","0","16","32","14","0","16","29","11","0","16","3","7","0","16","0","16","0","16","0","16",
"1500000US150030075021","Block Group 1, Census Tract 75.02, Honolulu County, Hawaii","13","14","5","7","5","7","0","11","0","11","0","11","1","2","4","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","3","1","3","1","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","7","5","6","0","11","0","11","0","11","1","2","4","6","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","1","2","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","0","11","0","11","1","2","0","11","0","11","0","11","0","11",
"1500000US150030075031","Block Group 1, Census Tract 75.03, Honolulu County, Hawaii","2854","417","432","162","388","161","334","152","11","18","0","11","16","25","27","34","0","11","44","41","18","27","8","13","0","11","18","27","0","11","0","11","0","11","591","188","553","184","511","184","38","40","0","11","4","8","0","11","0","11","20","23","11","17","0","11","0","11","9","15","0","11","0","11","18","26","1185","236","997","220","852","182","14","19","0","11","77","95","54","43","0","11","170","90","104","73","32","51","0","11","0","11","16","25","0","11","18","22","18","20","646","149","83","48","32","35","9","13","42","33","0","11","0","11","563","137","0","11","306","128","40","31","9","14","0","11","34","56","174","71","0","11",
"1500000US150030075032","Block Group 2, Census Tract 75.03, Honolulu County, Hawaii","2114","357","295","133","274","131","144","72","0","11","0","11","100","113","30","45","0","11","21","31","0","11","0","11","0","11","0","11","0","11","21","31","0","11","693","243","503","161","367","128","30","34","0","11","39","64","67","101","0","11","45","57","35","55","0","11","0","11","10","13","0","11","0","11","145","92","694","135","644","134","477","120","13","18","0","11","41","57","113","82","0","11","26","22","10","14","0","11","0","11","0","11","10","13","0","11","6","11","24","36","432","136","29","21","8","12","3","7","18","15","0","11","0","11","403","136","0","11","193","127","58","52","10","15","0","11","0","11","142","63","0","11",
"1500000US150030075041","Block Group 1, Census Tract 75.04, Honolulu County, Hawaii","1686","439","404","187","333","176","251","153","9","12","0","11","61","38","12","19","0","11","71","62","30","48","0","11","0","11","17","24","0","11","24","29","0","11","454","137","400","122","309","116","5","9","0","11","81","47","5","8","0","11","8","11","0","11","0","11","8","11","0","11","0","11","0","11","46","43","540","124","388","95","325","86","13","14","0","11","37","25","13","18","0","11","105","70","28","29","8","12","0","11","6","9","27","31","0","11","36","27","47","40","288","105","44","34","0","11","0","11","44","34","0","11","0","11","244","100","0","11","72","43","15","15","24","31","0","11","5","7","128","81","0","11",
"1500000US150030075042","Block Group 2, Census Tract 75.04, Honolulu County, Hawaii","1601","363","533","174","437","172","54","43","5","8","0","11","378","168","0","11","0","11","63","52","0","11","0","11","0","11","0","11","0","11","63","52","33","46","288","123","272","122","164","97","5","7","0","11","103","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","17","586","134","433","118","282","99","9","9","0","11","142","64","0","11","0","11","76","43","0","11","0","11","0","11","22","24","22","25","0","11","32","28","77","42","194","67","63","38","0","11","0","11","63","38","0","11","0","11","126","60","5","8","32","31","11","11","53","43","0","11","0","11","25","20","5","9",
"1500000US150030075051","Block Group 1, Census Tract 75.05, Honolulu County, Hawaii","2341","453","376","142","271","133","192","122","12","19","0","11","67","58","0","11","0","11","73","72","0","11","0","11","0","11","41","63","0","11","32","36","32","38","466","182","375","141","330","128","27","29","0","11","18","28","0","11","0","11","73","105","0","11","0","11","0","11","0","11","0","11","73","105","18","28","900","250","796","235","529","154","197","140","0","11","60","68","10","16","0","11","89","79","9","14","0","11","6","14","29","69","29","34","0","11","16","19","15","23","599","175","112","68","0","11","0","11","112","68","0","11","0","11","487","157","0","11","97","68","57","60","80","74","0","11","0","11","253","100","0","11",
"1500000US150030075052","Block Group 2, Census Tract 75.05, Honolulu County, Hawaii","2602","574","551","209","434","217","316","211","17","19","0","11","0","11","101","100","0","11","102","94","79","88","0","11","0","11","0","11","0","11","23","28","15","22","720","184","668","187","432","188","40","38","13","22","73","74","110","116","0","11","52","42","23","36","0","11","0","11","15","22","0","11","14","22","0","11","825","226","659","223","510","185","25","27","0","11","94","75","30","54","0","11","130","91","50","78","0","11","0","11","0","11","24","28","0","11","56","37","36","49","506","120","94","56","12","20","0","11","82","54","0","11","0","11","412","119","0","11","199","90","7","12","96","89","0","11","0","11","110","68","0","11",
"1500000US150030075053","Block Group 3, Census Tract 75.05, Honolulu County, Hawaii","932","294","44","59","25","31","25","31","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","19","29","469","193","326","158","195","102","30","34","0","11","9","17","92","124","0","11","47","58","38","57","0","11","0","11","9","13","0","11","0","11","96","147","343","135","299","111","292","111","0","11","0","11","0","11","7","12","0","11","44","44","8","12","0","11","0","11","0","11","36","44","0","11","0","11","0","11","76","39","21","20","17","20","0","11","4","6","0","11","0","11","55","32","0","11","34","28","0","11","7","13","0","11","8","12","6","10","0","11",
"1500000US150030075061","Block Group 1, Census Tract 75.06, Honolulu County, Hawaii","819","95","532","68","487","86","29","27","0","11","0","11","0","11","458","79","0","11","30","24","0","11","0","11","0","11","17","18","0","11","13","20","15","22","86","31","80","29","10","12","0","11","0","11","0","11","70","27","0","11","6","8","0","11","0","11","0","11","6","8","0","11","0","11","0","11","195","40","153","36","26","19","0","11","0","11","0","11","127","37","0","11","42","25","0","11","0","11","0","11","0","11","19","15","0","11","23","21","0","11","6","8","0","11","0","11","0","11","0","11","0","11","0","11","6","8","0","11","0","11","0","11","0","11","0","11","0","11","6","8","0","11",
"1500000US150030077011","Block Group 1, Census Tract 77.01, Honolulu County, Hawaii","1474","213","241","90","213","86","69","55","0","11","0","11","87","53","57","51","0","11","9","15","0","11","0","11","0","11","0","11","0","11","9","15","19","31","346","137","281","130","253","123","11","17","0","11","8","13","9","14","0","11","53","43","20","30","0","11","0","11","15","23","0","11","18","21","12","19","550","150","417","108","336","93","0","11","24","26","11","16","46","43","0","11","96","71","19","22","9","14","0","11","11","17","9","14","0","11","48","58","37","43","337","111","41","39","0","11","0","11","41","39","0","11","0","11","296","101","0","11","110","57","65","59","31","35","0","11","23","23","67","60","0","11",
"1500000US150030077012","Block Group 2, Census Tract 77.01, Honolulu County, Hawaii","1414","394","372","237","333","237","145","103","0","11","0","11","149","209","39","38","0","11","39","36","0","11","0","11","0","11","0","11","0","11","39","36","0","11","304","149","270","140","103","52","12","20","0","11","109","124","46","52","0","11","34","31","0","11","0","11","0","11","9","15","0","11","25","28","0","11","441","162","385","142","303","119","33","39","0","11","37","34","12","17","0","11","45","31","0","11","14","21","0","11","2","8","11","17","0","11","18","21","11","17","297","108","63","57","24","26","0","11","9","22","0","11","30","47","224","89","0","11","101","59","54","45","0","11","0","11","10","14","59","43","10","16",
"1500000US150030077013","Block Group 3, Census Tract 77.01, Honolulu County, Hawaii","960","197","412","109","283","92","41","63","0","11","0","11","30","34","212","68","0","11","108","78","11","16","0","11","0","11","57","40","0","11","40","63","21","31","225","113","206","112","121","101","0","11","0","11","29","29","56","62","0","11","19","21","0","11","0","11","0","11","7","10","0","11","12","18","0","11","218","88","172","71","54","45","30","48","0","11","13","17","75","31","0","11","35","27","18","20","0","11","0","11","0","11","17","18","0","11","0","11","11","17","105","66","12","16","12","16","0","11","0","11","0","11","0","11","93","63","0","11","49","47","10","16","1","7","0","11","0","11","33","29","0","11",
"1500000US150030077021","Block Group 1, Census Tract 77.02, Honolulu County, Hawaii","424","107","148","67","123","67","123","67","0","11","0","11","0","11","0","11","0","11","7","12","7","12","0","11","0","11","0","11","0","11","0","11","18","21","15","17","15","17","7","11","0","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","199","62","175","75","148","78","19","20","0","11","0","11","8","13","0","11","24","24","9","14","0","11","0","11","4","9","0","11","0","11","11","16","0","11","62","41","9","15","0","11","0","11","9","15","0","11","0","11","53","37","0","11","10","16","9","15","5","11","0","11","0","11","29","22","0","11",
"1500000US150030077022","Block Group 2, Census Tract 77.02, Honolulu County, Hawaii","2826","392","592","272","513","264","389","252","0","11","0","11","81","63","43","49","0","11","79","55","21","23","0","11","0","11","27","41","0","11","31","34","0","11","653","174","567","153","412","123","24","27","0","11","50","42","81","94","0","11","66","57","57","58","0","11","0","11","9","14","0","11","0","11","20","22","1059","158","929","143","813","151","84","57","0","11","15","19","17","19","0","11","101","55","49","36","9","14","0","11","0","11","28","32","0","11","15","16","29","27","522","133","51","42","0","11","0","11","51","42","0","11","0","11","471","121","0","11","157","65","159","71","0","11","0","11","5","11","150","88","0","11",
"1500000US150030077023","Block Group 3, Census Tract 77.02, Honolulu County, Hawaii","2229","387","469","181","412","163","320","141","20","23","0","11","72","66","0","11","0","11","57","41","11","18","0","11","0","11","18","28","0","11","28","32","0","11","379","206","356","205","298","197","11","18","0","11","47","46","0","11","0","11","11","17","0","11","0","11","0","11","0","11","0","11","11","17","12","19","901","157","790","155","696","139","86","50","0","11","8","12","0","11","0","11","50","43","33","32","0","11","0","11","0","11","17","28","0","11","0","11","61","48","480","99","54","31","37","24","0","11","17","19","0","11","0","11","426","106","0","11","143","65","46","44","27","31","0","11","0","11","210","77","0","11",
"1500000US150030078041","Block Group 1, Census Tract 78.04, Honolulu County, Hawaii","2196","240","416","144","383","147","263","86","12","17","0","11","102","88","6","11","0","11","19","18","19","18","0","11","0","11","0","11","0","11","0","11","14","22","396","99","350","92","293","92","10","15","0","11","33","32","14","15","0","11","25","19","12","14","0","11","0","11","7","11","0","11","6","9","21","26","778","97","706","102","578","85","65","34","0","11","63","43","0","11","0","11","54","41","54","41","0","11","0","11","0","11","0","11","0","11","0","11","18","22","606","77","99","47","69","43","0","11","30","22","0","11","0","11","507","86","0","11","283","77","45","28","0","11","0","11","0","11","179","56","0","11",
"1500000US150030078051","Block Group 1, Census Tract 78.05, Honolulu County, Hawaii","2772","412","573","208","573","208","464","204","9","14","0","11","100","95","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","635","173","590","164","541","159","11","17","0","11","29","30","9","14","0","11","45","46","20","23","0","11","0","11","0","11","0","11","25","41","0","11","1051","164","953","158","802","160","72","50","0","11","56","42","23","38","0","11","82","43","43","30","0","11","9","13","11","17","0","11","0","11","19","20","16","24","513","133","73","70","6","10","0","11","67","69","0","11","0","11","440","105","0","11","194","86","62","41","10","15","0","11","0","11","174","68","0","11",
"1500000US150030078052","Block Group 2, Census Tract 78.05, Honolulu County, Hawaii","2026","319","349","151","277","145","168","132","42","33","0","11","45","45","22","23","0","11","65","56","10","15","0","11","0","11","0","11","0","11","55","55","7","12","412","134","346","122","184","74","33","23","0","11","37","46","92","75","0","11","18","20","0","11","0","11","0","11","9","14","0","11","9","14","48","47","883","213","715","189","571","174","107","79","0","11","11","20","17","19","9","14","159","69","69","55","0","11","0","11","0","11","38","37","0","11","52","33","9","15","382","120","53","35","17","18","0","11","36","28","0","11","0","11","329","115","0","11","180","65","71","47","2","4","0","11","0","11","76","64","0","11",
"1500000US150030078071","Block Group 1, Census Tract 78.07, Honolulu County, Hawaii","597","518","134","135","103","150","0","11","0","11","0","11","103","150","0","11","0","11","31","49","0","11","0","11","0","11","0","11","0","11","31","49","0","11","334","350","317","361","317","361","0","11","0","11","0","11","0","11","0","11","17","28","0","11","0","11","0","11","17","28","0","11","0","11","0","11","86","61","58","65","16","25","0","11","0","11","42","61","0","11","0","11","28","43","0","11","0","11","0","11","0","11","0","11","0","11","28","43","0","11","43","43","13","22","13","22","0","11","0","11","0","11","0","11","30","25","0","11","17","27","0","11","0","11","0","11","0","11","13","20","0","11",
"1500000US150030078072","Block Group 2, Census Tract 78.07, Honolulu County, Hawaii","709","297","142","154","142","154","127","154","0","11","0","11","0","11","15","23","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","191","116","164","117","70","77","0","11","0","11","0","11","94","92","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","27","36","322","155","279","159","252","159","12","20","0","11","15","24","0","11","0","11","31","45","31","45","0","11","0","11","0","11","0","11","0","11","0","11","12","19","54","44","26","29","13","21","0","11","0","11","0","11","13","20","28","32","0","11","14","22","14","22","0","11","0","11","0","11","0","11","0","11",
"1500000US150030078073","Block Group 3, Census Tract 78.07, Honolulu County, Hawaii","405","154","62","62","33","51","33","51","0","11","0","11","0","11","0","11","0","11","29","34","0","11","0","11","0","11","29","34","0","11","0","11","0","11","97","63","97","63","78","67","19","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","162","83","94","62","94","62","0","11","0","11","0","11","0","11","0","11","40","48","0","11","0","11","0","11","0","11","14","22","0","11","26","30","28","30","84","84","41","47","0","11","0","11","41","47","0","11","0","11","43","70","0","11","43","70","0","11","0","11","0","11","0","11","0","11","0","11",
