objectid,fid_1,acres,tmk8_num,tmk8_alph,tmk_9,type,osds_class,x,y,soil_qty,soil_n,soil_p,soil_fc,soil_eff,soil_nflx,soil_pflx,st_qty_1,st_n_1,st_p_1,st_fc_1,st_eff_1,st_nflx_1,st_pflx_1,au_qty,au_n,au_p,au_fc,au_eff,au_nflx,au_pflx,cp_qty,cp_n,cp_p,cp_fc,cp_eff,cp_nflx,cp_pflx,ttl_osds,ttl_eff,ttl_n,ttl_p,rsk_score,towns
5731,9696,0.12,91038180,91038180,191038180,CESSPOOL,Class IV,603337,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5732,9697,0.11,91040111,91040111,191040111,CESSPOOL,Class IV,603045,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5733,9698,0.12,91038188,91038188,191038188,CESSPOOL,Class IV,603278,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5734,9699,0.11,91038144,91038144,191038144,CESSPOOL,Class IV,603455,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5735,9700,0.13,91038006,91038006,191038006,CESSPOOL,Class IV,603563,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5736,9701,0.12,91038148,91038148,191038148,CESSPOOL,Class IV,603513,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5737,9702,0.12,91038141,91038141,191038141,CESSPOOL,Class IV,603412,2358190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5738,9703,0.11,91038186,91038186,191038186,CESSPOOL,Class IV,603307,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5739,9704,0.12,91041022,91041022,191041022,CESSPOOL,Class IV,603241,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5740,9705,0.11,91038181,91038181,191038181,CESSPOOL,Class IV,603349,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5741,9706,0.11,91040105,91040105,191040105,SEPTIC,Class II,603077,2358180,0,0,0,0,0,0,0,1,36,13,1000000,800,0.109008,0.039364, , , , , , , , , , , , , , ,1,800,0.109,0.0394,3,EWA
5742,9707,0.11,91041026,91041026,191041026,CESSPOOL,Class IV,603176,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5743,9708,0.1,91040154,91040154,191040154,CESSPOOL,Class IV,602980,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5744,9709,0.12,91038145,91038145,191038145,CESSPOOL,Class IV,603466,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5745,9710,0.11,91040112,91040112,191040112,CESSPOOL,Class IV,603034,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5746,9711,0.12,91038008,91038008,191038008,CESSPOOL,Class IV,603529,2358180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5747,9712,0.12,91038140,91038140,191038140,CESSPOOL,Class IV,603424,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5748,9713,0.12,91040057,91040057,191040057,CESSPOOL,Class IV,603131,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5749,9714,0.13,91041023,91041023,191041023,CESSPOOL,Class IV,603231,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5750,9715,0.13,91038182,91038182,191038182,CESSPOOL,Class IV,603361,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5751,9716,0.11,91040104,91040104,191040104,AEROBIC,Class III,603067,2358170,0,0,0,0,0,0,0, , , , , , , ,1,24,8,1000000,1000,0.09084,0.03028, , , , , , , ,1,1000,0.0908,0.0303,3,EWA
5752,9717,0.11,91038189,91038189,191038189,CESSPOOL,Class IV,603265,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5753,9718,0.12,91038185,91038185,191038185,CESSPOOL,Class IV,603318,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5754,9719,0.11,91040153,91040153,191040153,CESSPOOL,Class IV,602970,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5755,9720,0.12,91038146,91038146,191038146,CESSPOOL,Class IV,603478,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5756,9721,0.11,91040113,91040113,191040113,CESSPOOL,Class IV,603024,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5757,9722,0.12,91040058,91040058,191040058,CESSPOOL,Class IV,603121,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5758,9723,0.12,91038139,91038139,191038139,CESSPOOL,Class IV,603437,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5759,9724,0.12,91038005,91038005,191038005,CESSPOOL,Class IV,603575,2358170,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5760,9725,0.12,91041024,91041024,191041024,SOIL_TMT,Class I,603221,2358160,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,EWA
5761,9726,0.11,91040103,91040103,191040103,CESSPOOL,Class IV,603056,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5762,9727,0.12,91038147,91038147,191038147,CESSPOOL,Class IV,603490,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5763,9728,0.11,91038184,91038184,191038184,CESSPOOL,Class IV,603329,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,EWA
5764,9729,0.11,91040152,91040152,191040152,CESSPOOL,Class IV,602960,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5765,9730,0.12,91040056,91040056,191040056,MULTIPLE,Multiple,603155,2358150,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , ,2,61,17,1000000,1600,0.369420,0.102950,3,2600,0.3732,0.1105,3,EWA
5766,9731,0.11,91038138,91038138,191038138,CESSPOOL,Class IV,603452,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5767,9732,0.13,91038001,91038001,191038001,CESSPOOL,Class IV,603598,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5768,9733,0.11,91040114,91040114,191040114,CESSPOOL,Class IV,603014,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5769,9734,0.12,91040059,91040059,191040059,CESSPOOL,Class IV,603111,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5770,9735,0.13,91038183,91038183,191038183,CESSPOOL,Class IV,603341,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5771,9736,0.14,91038190,91038190,191038190,CESSPOOL,Class IV,603260,2358160,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5772,9737,0.12,91041025,91041025,191041025,CESSPOOL,Class IV,603211,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5773,9738,0.13,91038130,91038130,191038130,CESSPOOL,Class IV,603384,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5774,9739,0.12,91038009,91038009,191038009,CESSPOOL,Class IV,603501,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5775,9740,0.11,91040102,91040102,191040102,CESSPOOL,Class IV,603046,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5776,9741,0.12,91038004,91038004,191038004,CESSPOOL,Class IV,603560,2358150,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,EWA
5777,9787,48.17,91069003,91069003,191069003,CESSPOOL,Class IV,599638,2359240,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,EWA
5778,4996,0.42,48009018,48009018,148009018,CESSPOOL,Class IV,619164,2376030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,2,KAHALUU
5779,4997,0.27,48009007,48009007,148009007,CESSPOOL,Class IV,619197,2376030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KAHALUU
5780,4998,0.17,48009025,48009025,148009025,SOIL_TMT,Class I,619118,2376030,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,2,KAHALUU
5781,4999,0.3,48008019,48008019,148008019,CESSPOOL,Class IV,619220,2375980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KAHALUU
5782,5000,1.16,48012028,48012028,148012028,CESSPOOL,Class IV,617972,2376140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,1,KAHALUU
5783,5001,0.99,48012027,48012027,148012027,SOIL_TMT,Class I,618034,2376120,1,1,2,13,400,0.001514,0.003028, , , , , , , , , , , , , , , , , , , , , ,1,400,0.0015,0.003,1,KAHALUU
5784,5002,0.99,48012026,48012026,148012026,CESSPOOL,Class IV,618062,2376090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KAHALUU
5785,5003,2.39,48012036,48012036,148012036,CESSPOOL,Class IV,617996,2376020,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KAHALUU
5786,5004,0.29,48011016,48011016,148011016,SOIL_TMT,Class I,618690,2376060,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,1,KAHALUU
5787,5005,0.2,48011018,48011018,148011018,SOIL_TMT,Class I,618649,2376040,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,1,KAHALUU
5788,5006,0.18,48011017,48011017,148011017,SOIL_TMT,Class I,618668,2376030,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,1,KAHALUU
5789,5007,0.22,48011014,48011014,148011014,SOIL_TMT,Class I,618707,2376010,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,1,KAHALUU
5790,5008,0.28,48011021,48011021,148011021,SOIL_TMT,Class I,618542,2376000,2,1,2,13,1400,0.005299,0.010598, , , , , , , , , , , , , , , , , , , , , ,2,1400,0.0053,0.0106,1,KAHALUU
5791,5009,0.71,48011022,48011022,148011022,SOIL_TMT,Class I,618579,2376000,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,1,KAHALUU
5792,5010,0.26,48012011,48012011,148012011,CESSPOOL,Class IV,618498,2376010,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,1,KAHALUU
5793,5011,0.18,48011024,48011024,148011024,SOIL_TMT,Class I,618640,2375990,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,1,KAHALUU
5794,5012,0.69,48011036,48011036,148011036,CESSPOOL,Class IV,618909,2375970,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,1,KAHALUU
5795,5013,0.26,48011025,48011025,148011025,CESSPOOL,Class IV,618665,2375980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,1,KAHALUU
5796,5014,0.52,48011027,48011027,148011027,CESSPOOL,Class IV,618588,2375960,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,1,KAHALUU
5797,5015,0.26,48011029,48011029,148011029,SOIL_TMT,Class I,618526,2375950,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,1,KAHALUU
5798,5016,0.28,48011030,48011030,148011030,SOIL_TMT,Class I,618504,2375930,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,1,KAHALUU
5799,5017,3.78,48011002,48011002,148011002,MULTIPLE,Multiple,618589,2375880,2,1,2,13,1400,0.005299,0.010598, , , , , , , , , , , , , , ,2,61,17,1000000,1200,0.277060,0.077210,4,2600,0.2824,0.0878,1,KAHALUU
5800,5018,0.59,48011034,48011034,148011034,CESSPOOL,Class IV,618840,2375970,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KAHALUU
5801,5019,0.25,48011026,48011026,148011026,SOIL_TMT,Class I,618633,2375970,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,2,KAHALUU
5802,5020,0.45,48011031,48011031,148011031,CESSPOOL,Class IV,618753,2375950,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KAHALUU
5803,5039,1.55,48012014,48012014,148012014,CESSPOOL,Class IV,617088,2376140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,2,KAHALUU
5804,5040,14.24,48012043,48012043,148012043,CESSPOOL,Class IV,617848,2375780,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KAHALUU
5805,5041,5.72,48012041,48012041,148012041,CESSPOOL,Class IV,618046,2375800,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,2,KAHALUU
5806,5042,2,48007009,48007009,148007009,SEPTIC,Class II,619038,2375670,0,0,0,0,0,0,0,1,36,13,1000000,1000,0.13626,0.049205, , , , , , , , , , , , , , ,1,1000,0.1363,0.0492,2,KAHALUU
5807,5043,1,48009032,48009032,148009032,CESSPOOL,Class IV,619360,2376180,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5808,5044,2.96,48009033,48009033,148009033,CESSPOOL,Class IV,619366,2376120,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5809,5045,2.78,48009006,48009006,148009006,MULTIPLE,Multiple,619474,2376110,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,2,1600,0.1423,0.0462,3,KAHALUU
5810,5046,0.99,48009021,48009021,148009021,CESSPOOL,Class IV,619144,2376140,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5811,5047,36.16,48001010,48001010,148001010,CESSPOOL,Class IV,619885,2375770,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,200,0.046180,0.012870,1,200,0.0462,0.0129,3,KAHALUU
5812,5048,0.52,48009008,48009008,148009008,CESSPOOL,Class IV,619048,2376050,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,KAHALUU
5813,5049,0.71,48009027,48009027,148009027,SOIL_TMT,Class I,619085,2376060,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5814,5050,0.17,48009022,48009022,148009022,CESSPOOL,Class IV,619114,2376090,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5815,5051,0.8,48009017,48009017,148009017,CESSPOOL,Class IV,619202,2376070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5816,5052,4.56,48009001,48009001,148009001,CESSPOOL,Class IV,619541,2376030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5817,5053,0.54,48009035,48009035,148009035,CESSPOOL,Class IV,619239,2376050,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5818,5054,0.52,48009034,48009034,148009034,SOIL_TMT,Class I,619266,2376050,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KAHALUU
5819,5055,0.17,48009023,48009023,148009023,CESSPOOL,Class IV,619116,2376070,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5820,5056,0.17,48009019,48009019,148009019,SOIL_TMT,Class I,619159,2376070,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KAHALUU
5821,5057,1.43,48009016,48009016,148009016,CESSPOOL,Class IV,619319,2376030,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5822,5058,0.75,48009012,48009012,148009012,CESSPOOL,Class IV,619418,2376010,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5823,5059,0.18,48009004,48009004,148009004,SOIL_TMT,Class I,619367,2376000,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5824,5060,0.44,48009002,48009002,148009002,CESSPOOL,Class IV,619471,2375980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5825,5061,0.24,48011041,48011041,148011041,CESSPOOL,Class IV,619029,2375980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5826,5062,5.19,48011042,48011042,148011042,SOIL_TMT,Class I,619030,2375910,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5827,5063,0.27,48011043,48011043,148011043,CESSPOOL,Class IV,619061,2375980,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5828,5064,0.25,48008016,48008016,148008016,CESSPOOL,Class IV,619341,2375950,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,800,0.184710,0.051480,1,800,0.1847,0.0515,3,KAHALUU
5829,5065,0.3,48008020,48008020,148008020,CESSPOOL,Class IV,619360,2375940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5830,5066,0.76,48008017,48008017,148008017,CESSPOOL,Class IV,619397,2375930,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5831,5067,0.4,48008021,48008021,148008021,CESSPOOL,Class IV,619627,2375940,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5832,5068,2.86,48008018,48008018,148008018,SOIL_TMT,Class I,619504,2375910,1,1,2,13,600,0.002271,0.004542, , , , , , , , , , , , , , , , , , , , , ,1,600,0.0023,0.0045,3,KAHALUU
5833,5069,3.98,48012049,48012049,148012049,CESSPOOL,Class IV,618360,2375830,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5834,5070,0.26,48011003,48011003,148011003,CESSPOOL,Class IV,618577,2375850,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5835,5071,0.26,48011004,48011004,148011004,CESSPOOL,Class IV,618610,2375820,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5836,5072,1,48008034,48008034,148008034,CESSPOOL,Class IV,619203,2375720,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5837,5073,1,48008033,48008033,148008033,CESSPOOL,Class IV,619242,2375700,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5838,5074,2.76,48008032,48008032,148008032,SOIL_TMT,Class I,619300,2375690,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5839,5075,1,48008024,48008024,148008024,SOIL_TMT,Class I,619661,2375730,1,1,2,13,1000,0.003785,0.00757, , , , , , , , , , , , , , , , , , , , , ,1,1000,0.0038,0.0076,3,KAHALUU
5840,5076,3.15,48008027,48008027,148008027,CESSPOOL,Class IV,619565,2375690,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5841,5077,2.41,48008029,48008029,148008029,SOIL_TMT,Class I,619471,2375670,2,1,2,13,1800,0.006813,0.013626, , , , , , , , , , , , , , , , , , , , , ,2,1800,0.0068,0.0136,3,KAHALUU
5842,5078,0.99,48008025,48008025,148008025,CESSPOOL,Class IV,619671,2375670,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5843,5079,1,48008026,48008026,148008026,SOIL_TMT,Class I,619644,2375650,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5844,5080,1.01,48008030,48008030,148008030,SOIL_TMT,Class I,619415,2375650,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,3,KAHALUU
5845,5081,1,48008028,48008028,148008028,CESSPOOL,Class IV,619535,2375620,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,3,KAHALUU
5846,5132,0.13,47024027,47024027,147024027,CESSPOOL,Class IV,619919,2375190,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,3,KAHALUU
5847,5134,0.21,47018014,47018014,147018014,SOIL_TMT,Class I,619718,2375060,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,4,KAHALUU
5848,5135,0.19,47024020,47024020,147024020,CESSPOOL,Class IV,619777,2375060,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KAHALUU
5849,5136,0.22,47024017,47024017,147024017,CESSPOOL,Class IV,619774,2375040,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,600,0.138530,0.038610,1,600,0.1385,0.0386,4,KAHALUU
5850,5137,0.23,47024015,47024015,147024015,SOIL_TMT,Class I,619769,2375020,1,1,2,13,800,0.003028,0.006056, , , , , , , , , , , , , , , , , , , , , ,1,800,0.003,0.0061,4,KAHALUU
5851,5138,0.25,47024013,47024013,147024013,CESSPOOL,Class IV,619770,2375000,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1,61,17,1000000,400,0.092350,0.025740,1,400,0.0924,0.0257,4,KAHALUU
